regarding_candidate,tweet
RicardoAnayaC,"En respuesta a ferbelaunzaran y RicardoAnayaC Criticamos a Lopez por ofrecer diferentes apoyos y salimoa con esta barbaridad.
Finlandia, país rico con un ingreso per cápita varias veces mayor al de México, cancela programa piloto de renta básica universal. Reconoce que es imposible de financiar. Sólo un demagogo o ignorante de la realidad económica, o las dos cosas, puede proponerlo RicardoAnayaC [TUIT CITADO]"","
RicardoAnayaC,"En respuesta a FelipeCalderon y RicardoAnayaC Se te olvida que el es Maestro Anaya y si puede lavar    millones puede todo GD  -     _AN_EC_M_PQ,"
RicardoAnayaC,"En respuesta a FelipeCalderon y RicardoAnayaC GD  -     _AM_AF_AN_ME_BR_EC_CAR_PQ,"
RicardoAnayaC,"En respuesta a FelipeCalderon y RicardoAnayaC a quien se le ocurrio decirle a Anaya q era inteligente??? crearon un monstruo parece inteligente por lo teto q es pero otra cosa es q lo sea y q sepa hablar como en exposición de prepa no lo hace listo, recientemente nos dejamos ir por la imagen y estamos pagando los platos, UnamusedFace,"
RicardoAnayaC,"En respuesta a FelipeCalderon y RicardoAnayaC Ignorante demagogo y ambicioso yo no votaría por el ni como deje de Manzana !!! Votare por Doña Margarita como lo hice por usted Don Felipillo .. Buenas noches,"
RicardoAnayaC,"En respuesta a FelipeCalderon y RicardoAnayaC Si, Ricardo Anaya es un metiroso, igual que tu...,"
RicardoAnayaC,"En respuesta a FelipeCalderon ladorr y RicardoAnayaC ThinkingFace ya estás bien Borracho mi licenciado cantinas..! Mirá no te enojes con el mitòmano de RicardoAnayaC relájate pídele a margarita otra BottleWithPoppingCork y salud..!,"
RicardoAnayaC,"En respuesta a FelipeCalderon y RicardoAnayaCSolo Anaya con su ambición alpoder podría intentarlo todo con tal de que Mzavalagc no gane !,"
RicardoAnayaC,"En respuesta a FelipeCalderon y RicardoAnayaC Se los dije desde que se saco de la manga la dichosa renta básica. Los números no son el milagro de los panes y los peces!! Ricardo es populista mentiroso, tramposo, demagogo, oportunista, una imitación de Lopez !!,"
RicardoAnayaC,"En respuesta a FelipeCalderon maxdt y RicardoAnayaC Tomamos nota felipe, el gobierno de RicardoAnayaC sera un gobierno responsable y tu conocimiento en materia economica sera de gran ayuda Unidos votoútil,"
RicardoAnayaC,"En respuesta a FelipeCalderon y RicardoAnayaC Por todos lados miente el Anaya, cifras falsas, argumentos falsos y citas a modo, y los tontos se creen que es “brillante e inteligente”.. RollingOnTheFloorLaughing,"
RicardoAnayaC,"En respuesta a FelipeCalderon y RicardoAnayaC Cada que atacas a Anaya mermas la de por si difícil tarea de que no nos cargue el payaso con lopezobrador_ será acaso que ves mejor opción al pejelagarton porque siendo realistas Mzavalagc no tiene la posibilidad ni siquiera remota, y vaya que a ambos los respeto.,"
RicardoAnayaC,"En respuesta a FelipeCalderon y RicardoAnayaC No por defender al pendejo de Anaya, pero si vas a Twittear, Felipón de pacotilla, infórmate bien, Mr. Fake News, al igual que el rara de Anaya. El programa no está cancelado: https://yle.fi/uutiset/osasto,"
RicardoAnayaC,"En respuesta a FelipeCalderon y RicardoAnayaC Usted si era chiguetas como presidente, no como RicardoAnayaC q es puro villamelon GrinningFaceWithSweat,"
RicardoAnayaC,"En respuesta a FelipeCalderon y RicardoAnayaC Nunca pensé decir esto: pero estoy de acuerdo, KANYA es el más populista de todos!,"
RicardoAnayaC,"En respuesta a FelipeCalderon RenteriaCar y RicardoAnayaC GD  -     _AN_EC_F_PQ,"
RicardoAnayaC,"En respuesta a FelipeCalderon y RicardoAnayaC Evidentemente RicardoAnayaC sabe que es inviable, el tema es que debe tener una propuesta tan populista que se equipare a las de lopezobrador_ para permanecer en la contienda.,"
RicardoAnayaC,"En respuesta a FelipeCalderon y RicardoAnayaC [TUIT CITADO: ""La estrategia de seguridad de Calderón ES LA CORRECTA"": Anaya en     .
""La estrategia de seguridad de Calderón ES FALLIDA"": Anaya en     .
¿A cuál Anaya le crees: al MENTIROSO o al TRAIDOR?
AnayaNoLevanta],"
RicardoAnayaC,"En respuesta a FelipeCalderon JLozanoA y RicardoAnayaC Así las cosas. RicardoAnayaC ni como ayúdarle, todo su andamiaje se está yendo al garete!!,"
RicardoAnayaC,"En respuesta a FelipeCalderon y RicardoAnayaCEl C. Anaya, se comporta como su nombre «Caballa». Si se puede honestamente ser rico con sus negocios, que comparta la fórmula, egoísta o mentiroso lavadero AngryFace / En respuesta a Esther_Jasso FelipeCalderon y RicardoAnayaC Perdón, es Canalla!,"
RicardoAnayaC,"En respuesta a FelipeCalderon y RicardoAnayaC TODO PUEDE SER PERFECTIBLE....! Aún no se ha ahogado el niño....! Así que: PARE SU GUILLOTINA...! Anaya sigue creciendo. Cervantes: ""Aunque los perros ladren"","
RicardoAnayaC,"En respuesta a FelipeCalderon y RicardoAnayaC FelipeCalderon. Considero que es tiempo de unir y no de dividir. El verdadero peligro para nuestro país no es RicardoAnayaC Ojalá puedan dirimir sus diferencias y creen un frente común.,"
RicardoAnayaC,"En respuesta a FelipeCalderon y RicardoAnayaC Una voz autorizada para hablar de economía
Desafortunadamente nuestras opciones son Anaya o el viejito.,"
RicardoAnayaC,"Respondiendo a XPandaMacho SirYanko y   más Y crees que eligiendo a un delincuente como Anaya, México se salvó?,"
RicardoAnayaC,"En respuesta a FelipeCalderon y RicardoAnayaC Anaya para variar mintió y afirmó que en varios países e incluyó Finlandia, había tenido éxito cuando era todavía un programa piloto que se estaba probando con  ,    personas. A ver qué dices ahora RicardoAnayaC,"
RicardoAnayaC,"En respuesta a marialuisalg  FelipeCalderon y RicardoAnayaC Esta guerra sucia que tienen contra Anaya no ayudará a que la Sra Zavala tenga mas votos. Ella pasará a la historia como Josefina Vázquez Mota mujeres que aspiraron a la presidencia de México,"
RicardoAnayaC,"En respuesta a marialuisalg  FelipeCalderon y RicardoAnayaC Anaya mentiroso??? Naaaa.... que va Speak-No-EvilMonkey FaceWithTearsOfJoy FaceWithTearsOfJoy FaceWithTearsOfJoy,"
RicardoAnayaC,"En respuesta a marialuisalg  FelipeCalderon y RicardoAnayaC Resulta que fue cancelado para probar otras opciones. Y ni, no apoyo al imbécil de RicardoAnayaC y su bastardización. Lee este nota y verás que hay otros lugares que lo esta ensayando con otras características. https://google.com.mx/amp/www.lavang,"
RicardoAnayaC,"En respuesta a marialuisalg  FelipeCalderon y RicardoAnayaC RicardoAnayaC es muy MENTIROSO y podría decir demasiado hablador; recuerda como llegaste a la candidatura pasaste por encima de la militancia; no esperes que se apoye a tu frente; son igual que tú.
En respuesta a ClarizeC FelipeCalderon y RicardoAnayaC Y por qué el delincuente de Anaya no declina en favor de Margarita?,
En respuesta a NachoVillarreal FelipeCalderon y RicardoAnayaC Si claro y te quedas con """"la buena imagen"""" de un delincuente como Anaya... irónico!!"","
RicardoAnayaC,"En respuesta a FelipeCalderon y RicardoAnayaC Felipe con todo respeto solo un demagogo o ignorante puede no ver la realidad de que en este punto solo tenemos dos opciones obrador o Anaya, y tú ego tendría que ser demasiado grande e irracional para preferir a obrador.
Vamos a jalar todos juntos con Anaya por el bien de Mexico,"
RicardoAnayaC,"En respuesta a cmontanof FelipeCalderon y RicardoAnayaC Atacando a un delincuente como el Peje, con otro delincuente llamado Anaya, vaya elección!,"
RicardoAnayaC,"En respuesta a MidgardoR FelipeCalderon y RicardoAnayaC Que bueno que te das cuenta de que los dos (Peje y Anaya) son pésimos para llegar a la Presidencia, los dos nos van a llevar al caos y a la banca rota.,"
RicardoAnayaC,"En respuesta a yuspio FelipeCalderon y RicardoAnayaC Los enemigos son los populistas, y tanto el Peje como Anaya lo son.,"
RicardoAnayaC,"En respuesta a FelipeCalderon y RicardoAnayaCY que tal otro demagogo como el PEJE,"
RicardoAnayaC,"En respuesta a FelipeCalderon y RicardoAnayaC Por Dios Felipe.... Jelipe....jel...ip! Solo viendo tus intereses, antes que los del país. entiéndelo, el único que puede derrotar a lopezobrador_ es RicardoAnayaC .... si estas en contra de RicardoAnayaC , entonces estás a favor de lopezobrador_ ... el mesías.. eso quieres?,"
RicardoAnayaC,"En respuesta a FelipeCalderon y RicardoAnayaC Que chinge a su madre anaya!!!!,"
